episode_id,t_in_episode,task_name,instruction,state_global_index,num_actions,action_dim,plot_path,percluster_plot_path,clusters_csv,left_img_path,wrist_img_path
ep000000,23,Put the marker in the pot,Put the marker in the pot,23,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000023_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000023_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000023_minkowski.csv,images/ep000000/state_000023_left.jpg,images/ep000000/state_000023_wrist.jpg
ep000000,24,Put the marker in the pot,Put the marker in the pot,24,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000024_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000024_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000024_minkowski.csv,images/ep000000/state_000024_left.jpg,images/ep000000/state_000024_wrist.jpg
ep000000,25,Put the marker in the pot,Put the marker in the pot,25,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000025_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000025_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000025_minkowski.csv,images/ep000000/state_000025_left.jpg,images/ep000000/state_000025_wrist.jpg
ep000000,26,Put the marker in the pot,Put the marker in the pot,26,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000026_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000026_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000026_minkowski.csv,images/ep000000/state_000026_left.jpg,images/ep000000/state_000026_wrist.jpg
ep000000,27,Put the marker in the pot,Put the marker in the pot,27,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000027_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000027_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000027_minkowski.csv,images/ep000000/state_000027_left.jpg,images/ep000000/state_000027_wrist.jpg
ep000000,28,Put the marker in the pot,Put the marker in the pot,28,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000028_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000028_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000028_minkowski.csv,images/ep000000/state_000028_left.jpg,images/ep000000/state_000028_wrist.jpg
ep000000,29,Put the marker in the pot,Put the marker in the pot,29,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000029_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000029_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000029_minkowski.csv,images/ep000000/state_000029_left.jpg,images/ep000000/state_000029_wrist.jpg
ep000000,30,Put the marker in the pot,Put the marker in the pot,30,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000030_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000030_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000030_minkowski.csv,images/ep000000/state_000030_left.jpg,images/ep000000/state_000030_wrist.jpg
ep000000,31,Put the marker in the pot,Put the marker in the pot,31,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000031_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000031_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000031_minkowski.csv,images/ep000000/state_000031_left.jpg,images/ep000000/state_000031_wrist.jpg
ep000000,32,Put the marker in the pot,Put the marker in the pot,32,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000032_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000032_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000032_minkowski.csv,images/ep000000/state_000032_left.jpg,images/ep000000/state_000032_wrist.jpg
ep000000,33,Put the marker in the pot,Put the marker in the pot,33,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000033_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000033_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000033_minkowski.csv,images/ep000000/state_000033_left.jpg,images/ep000000/state_000033_wrist.jpg
ep000000,34,Put the marker in the pot,Put the marker in the pot,34,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000034_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000034_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000034_minkowski.csv,images/ep000000/state_000034_left.jpg,images/ep000000/state_000034_wrist.jpg
ep000000,35,Put the marker in the pot,Put the marker in the pot,35,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000035_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000035_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000035_minkowski.csv,images/ep000000/state_000035_left.jpg,images/ep000000/state_000035_wrist.jpg
ep000000,36,Put the marker in the pot,Put the marker in the pot,36,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000036_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000036_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000036_minkowski.csv,images/ep000000/state_000036_left.jpg,images/ep000000/state_000036_wrist.jpg
ep000000,37,Put the marker in the pot,Put the marker in the pot,37,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000037_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000037_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000037_minkowski.csv,images/ep000000/state_000037_left.jpg,images/ep000000/state_000037_wrist.jpg
ep000000,38,Put the marker in the pot,Put the marker in the pot,38,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000038_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000038_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000038_minkowski.csv,images/ep000000/state_000038_left.jpg,images/ep000000/state_000038_wrist.jpg
ep000000,39,Put the marker in the pot,Put the marker in the pot,39,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000039_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000039_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000039_minkowski.csv,images/ep000000/state_000039_left.jpg,images/ep000000/state_000039_wrist.jpg
ep000000,40,Put the marker in the pot,Put the marker in the pot,40,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000040_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000040_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000040_minkowski.csv,images/ep000000/state_000040_left.jpg,images/ep000000/state_000040_wrist.jpg
ep000000,41,Put the marker in the pot,Put the marker in the pot,41,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000041_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000041_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000041_minkowski.csv,images/ep000000/state_000041_left.jpg,images/ep000000/state_000041_wrist.jpg
ep000000,42,Put the marker in the pot,Put the marker in the pot,42,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000042_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000042_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000042_minkowski.csv,images/ep000000/state_000042_left.jpg,images/ep000000/state_000042_wrist.jpg
ep000000,43,Put the marker in the pot,Put the marker in the pot,43,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000043_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000043_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000043_minkowski.csv,images/ep000000/state_000043_left.jpg,images/ep000000/state_000043_wrist.jpg
ep000000,44,Put the marker in the pot,Put the marker in the pot,44,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000044_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000044_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000044_minkowski.csv,images/ep000000/state_000044_left.jpg,images/ep000000/state_000044_wrist.jpg
ep000000,45,Put the marker in the pot,Put the marker in the pot,45,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000045_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000045_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000045_minkowski.csv,images/ep000000/state_000045_left.jpg,images/ep000000/state_000045_wrist.jpg
ep000000,46,Put the marker in the pot,Put the marker in the pot,46,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000046_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000046_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000046_minkowski.csv,images/ep000000/state_000046_left.jpg,images/ep000000/state_000046_wrist.jpg
ep000000,47,Put the marker in the pot,Put the marker in the pot,47,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000047_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000047_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000047_minkowski.csv,images/ep000000/state_000047_left.jpg,images/ep000000/state_000047_wrist.jpg
ep000000,48,Put the marker in the pot,Put the marker in the pot,48,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000048_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000048_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000048_minkowski.csv,images/ep000000/state_000048_left.jpg,images/ep000000/state_000048_wrist.jpg
ep000000,49,Put the marker in the pot,Put the marker in the pot,49,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000049_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000049_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000049_minkowski.csv,images/ep000000/state_000049_left.jpg,images/ep000000/state_000049_wrist.jpg
ep000000,50,Put the marker in the pot,Put the marker in the pot,50,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000050_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000050_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000050_minkowski.csv,images/ep000000/state_000050_left.jpg,images/ep000000/state_000050_wrist.jpg
ep000000,51,Put the marker in the pot,Put the marker in the pot,51,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000051_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000051_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000051_minkowski.csv,images/ep000000/state_000051_left.jpg,images/ep000000/state_000051_wrist.jpg
ep000000,52,Put the marker in the pot,Put the marker in the pot,52,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000052_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000052_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000052_minkowski.csv,images/ep000000/state_000052_left.jpg,images/ep000000/state_000052_wrist.jpg
ep000000,53,Put the marker in the pot,Put the marker in the pot,53,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000053_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000053_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000053_minkowski.csv,images/ep000000/state_000053_left.jpg,images/ep000000/state_000053_wrist.jpg
ep000000,54,Put the marker in the pot,Put the marker in the pot,54,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000054_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000054_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000054_minkowski.csv,images/ep000000/state_000054_left.jpg,images/ep000000/state_000054_wrist.jpg
ep000000,55,Put the marker in the pot,Put the marker in the pot,55,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000055_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000055_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000055_minkowski.csv,images/ep000000/state_000055_left.jpg,images/ep000000/state_000055_wrist.jpg
ep000000,56,Put the marker in the pot,Put the marker in the pot,56,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000056_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000056_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000056_minkowski.csv,images/ep000000/state_000056_left.jpg,images/ep000000/state_000056_wrist.jpg
ep000000,57,Put the marker in the pot,Put the marker in the pot,57,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000057_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000057_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000057_minkowski.csv,images/ep000000/state_000057_left.jpg,images/ep000000/state_000057_wrist.jpg
ep000000,58,Put the marker in the pot,Put the marker in the pot,58,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000058_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000058_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000058_minkowski.csv,images/ep000000/state_000058_left.jpg,images/ep000000/state_000058_wrist.jpg
ep000000,59,Put the marker in the pot,Put the marker in the pot,59,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000059_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000059_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000059_minkowski.csv,images/ep000000/state_000059_left.jpg,images/ep000000/state_000059_wrist.jpg
ep000000,60,Put the marker in the pot,Put the marker in the pot,60,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000060_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000060_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000060_minkowski.csv,images/ep000000/state_000060_left.jpg,images/ep000000/state_000060_wrist.jpg
ep000000,61,Put the marker in the pot,Put the marker in the pot,61,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000061_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000061_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000061_minkowski.csv,images/ep000000/state_000061_left.jpg,images/ep000000/state_000061_wrist.jpg
ep000000,62,Put the marker in the pot,Put the marker in the pot,62,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000062_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000062_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000062_minkowski.csv,images/ep000000/state_000062_left.jpg,images/ep000000/state_000062_wrist.jpg
ep000000,63,Put the marker in the pot,Put the marker in the pot,63,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000063_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000063_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000063_minkowski.csv,images/ep000000/state_000063_left.jpg,images/ep000000/state_000063_wrist.jpg
ep000000,64,Put the marker in the pot,Put the marker in the pot,64,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000064_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000064_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000064_minkowski.csv,images/ep000000/state_000064_left.jpg,images/ep000000/state_000064_wrist.jpg
ep000000,65,Put the marker in the pot,Put the marker in the pot,65,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000065_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000065_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000065_minkowski.csv,images/ep000000/state_000065_left.jpg,images/ep000000/state_000065_wrist.jpg
ep000000,66,Put the marker in the pot,Put the marker in the pot,66,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000066_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000066_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000066_minkowski.csv,images/ep000000/state_000066_left.jpg,images/ep000000/state_000066_wrist.jpg
ep000000,67,Put the marker in the pot,Put the marker in the pot,67,750,8,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000067_chunks_minkowski.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000067_chunks_minkowski_percluster.png,/home/exouser/openpi/droid_sanity/clusters/ep000000/state_000067_minkowski.csv,images/ep000000/state_000067_left.jpg,images/ep000000/state_000067_wrist.jpg
